0.39757,-0.0031432,-0.17653
0.43548,-0.0046389,-0.16619
0.43621,-0.00476,-0.15801
0.43357,-0.0049088,-0.1612
0.43646,-0.0050246,-0.16675
0.43696,-0.0051235,-0.16879
0.43964,-0.0054766,-0.17729
0.43897,-0.0055981,-0.1789
0.44046,-0.0054939,-0.17332
0.44465,-0.005738,-0.18734
0.44626,-0.0057123,-0.17679
0.44262,-0.0052165,-0.14961
0.43627,-0.0057715,-0.18388
0.44638,-0.0058771,-0.19411
0.42627,-0.0051669,-0.203
0.45341,-0.0067011,-0.17118
0.44401,-0.0057539,-0.16636
0.44584,-0.0058275,-0.17188
0.44686,-0.0058905,-0.17882
0.4471,-0.0062291,-0.17876
0.44662,-0.0063981,-0.18787
0.44787,-0.0062552,-0.18434
0.44537,-0.0063779,-0.18246
0.44906,-0.0064552,-0.18469
0.44632,-0.0064435,-0.18773
0.45178,-0.006616,-0.19247
0.4469,-0.0066157,-0.19141
0.44521,-0.0063672,-0.1874
0.4505,-0.0064287,-0.1675
0.44909,-0.0064565,-0.1843
0.44616,-0.0067753,-0.19234
0.54094,-0.0066748,-0.070293
0.444,-0.0067268,-0.18959
0.45447,-0.0069558,-0.18967
0.44999,-0.0072185,-0.21322
0.45164,-0.0065061,-0.18048
0.44613,-0.0065542,-0.18412
0.44631,-0.006429,-0.17145
0.44411,-0.0066715,-0.20175
0.45169,-0.0066005,-0.19101
0.45186,-0.006695,-0.18455
0.45108,-0.0072543,-0.20632
0.44852,-0.0073145,-0.20197
0.45813,-0.0071405,-0.19213
0.44849,-0.0068837,-0.19954
0.4528,-0.0072788,-0.20387
0.44899,-0.0073222,-0.20483
0.45177,-0.0071525,-0.19107
0.45229,-0.0071397,-0.18429
0.45186,-0.0073304,-0.21281
0.45612,-0.0072908,-0.19925
0.45242,-0.0075225,-0.21864
0.44291,-0.0069458,-0.19741
0.45373,-0.0073616,-0.20089
0.45413,-0.007452,-0.20311
0.45153,-0.0074661,-0.20712
0.45194,-0.0071982,-0.19343
0.45737,-0.0075407,-0.20496
0.45144,-0.0073599,-0.20533
0.45613,-0.0081303,-0.21634
0.45124,-0.0076227,-0.19892
0.45311,-0.0077642,-0.22168
0.45115,-0.0079026,-0.19951
