0.25394,-0.0018179,0.45246,-0.44436,-0.017351
0.29257,-0.0029388,0.40148,-0.36401,-0.024153
0.29844,-0.0030864,0.39486,-0.34147,-0.025279
0.29746,-0.0031962,0.39947,-0.33953,-0.025973
0.30072,-0.0032844,0.39542,-0.35434,-0.026875
0.29884,-0.0033193,0.39212,-0.37199,-0.02729
0.30454,-0.0036038,0.38969,-0.38312,-0.029402
0.30516,-0.0036973,0.38737,-0.39248,-0.030377
0.30358,-0.0036073,0.39243,-0.36142,-0.028676
0.30274,-0.0037132,0.39125,-0.39635,-0.029354
0.30731,-0.0037398,0.37805,-0.39417,-0.030263
0.30718,-0.0034772,0.38551,-0.30474,-0.026954
0.30052,-0.0037761,0.39203,-0.39279,-0.030802
0.30305,-0.0037683,0.37869,-0.4594,-0.031122
0.28033,-0.0031605,0.41034,-0.46478,-0.027275
0.30212,-0.0043499,0.37972,-0.33591,-0.030666
0.31063,-0.003855,0.38448,-0.3376,-0.030125
0.31081,-0.0038883,0.3842,-0.34687,-0.030419
0.30944,-0.0038787,0.37249,-0.40742,-0.031791
0.31518,-0.0041783,0.36041,-0.42505,-0.035052
0.31302,-0.0042609,0.36172,-0.46378,-0.035799
0.31288,-0.0041797,0.38058,-0.38542,-0.032736
0.31502,-0.0043145,0.37474,-0.39021,-0.034658
0.31709,-0.0043558,0.36635,-0.41766,-0.035311
0.31417,-0.0043357,0.37832,-0.38971,-0.034495
0.31431,-0.004381,0.36021,-0.45819,-0.036035
0.29779,-0.0042386,0.3866,-0.39254,-0.031792
0.31161,-0.0042579,0.3822,-0.38619,-0.033668
0.30705,-0.0042389,0.37266,-0.34937,-0.03154
0.3125,-0.0043064,0.37575,-0.38982,-0.03357
0.31655,-0.0046002,0.37357,-0.40693,-0.036893
0.45343,-0.0056762,0.20367,-0.14202,-0.033711
0.31333,-0.0045513,0.37995,-0.38728,-0.035837
0.3196,-0.0046981,0.36162,-0.42126,-0.036896
0.31189,-0.0047713,0.37154,-0.47403,-0.038204
0.31411,-0.0043356,0.36844,-0.38888,-0.033936
