0.27811,-0.0018938,-0.063295
0.31795,-0.0030466,-0.071041
0.32313,-0.0031942,-0.071679
0.32224,-0.0033081,-0.07461
0.32519,-0.0033967,-0.07653
0.3232,-0.0034328,-0.076429
0.32874,-0.0037235,-0.082127
0.32897,-0.0038177,-0.083819
0.32856,-0.0037309,-0.080802
0.32831,-0.003844,-0.083295
0.33133,-0.0038611,-0.080734
0.33233,-0.0035961,-0.072825
0.3247,-0.0039029,-0.085672
0.32699,-0.003892,-0.0838
0.30474,-0.0032769,-0.081863
0.33073,-0.0045202,-0.080392
0.33497,-0.0039792,-0.081391
0.33535,-0.0040152,-0.0825
0.33265,-0.0039993,-0.082537
0.33676,-0.0042961,-0.08626
0.33495,-0.0043839,-0.089156
0.33727,-0.0043134,-0.088322
0.33806,-0.0044441,-0.090224
0.33991,-0.0044848,-0.089888
0.33772,-0.0044693,-0.091412
0.33676,-0.0045098,-0.089367
0.32509,-0.0044016,-0.086196
0.33553,-0.0043919,-0.0905
0.33309,-0.0043876,-0.080512
0.33694,-0.0044451,-0.088308
0.33951,-0.0047372,-0.095658
0.4689,-0.0057472,-0.051883
0.33701,-0.0046926,-0.094643
0.34307,-0.0048394,-0.092335
0.33556,-0.0049202,-0.099198
0.33795,-0.0044701,-0.086439
0.33207,-0.0044725,-0.087835
0.33901,-0.0045068,-0.086782
0.3307,-0.0045343,-0.09436
0.33582,-0.0044967,-0.088664
0.34233,-0.0046706,-0.090792
0.34101,-0.0050359,-0.10002
0.33703,-0.0050519,-0.09839
0.34526,-0.0049583,-0.092832
0.33634,-0.0047211,-0.094719
0.34194,-0.005052,-0.098472
0.33859,-0.0050703,-0.099706
0.34498,-0.0050447,-0.096718
0.34526,-0.0050414,-0.094109
0.33824,-0.0050245,-0.099985
0.34551,-0.0050879,-0.097264
0.33843,-0.005151,-0.10216
0.33561,-0.004828,-0.097867
0.34367,-0.0051375,-0.098726
0.34273,-0.0051806,-0.09894
0.33848,-0.0051407,-0.099431
0.34484,-0.005067,-0.097528
0.34479,-0.0052352,-0.098782
0.34255,-0.0051309,-0.10063
0.33813,-0.0055546,-0.10213
0.33694,-0.0052508,-0.09713
0.34072,-0.0053546,-0.10544
0.33167,-0.0053716,-0.095829
0.34019,-0.0052409,-0.1043
0.34786,-0.0052599,-0.099003
0.34569,-0.0052627,-0.097949
0.34077,-0.0053133,-0.10383
0.34234,-0.0053435,-0.10228
0.33804,-0.005185,-0.10004
0.34134,-0.0051375,-0.10039
0.34476,-0.0052788,-0.10071
0.33676,-0.0052262,-0.10587
0.34436,-0.0055231,-0.10587
0.34056,-0.0055018,-0.10839
0.35069,-0.0055317,-0.10181
0.34362,-0.0053977,-0.1029
0.34528,-0.0055504,-0.10935
0.34114,-0.0054278,-0.10642
0.33746,-0.0061031,-0.11138
0.33894,-0.0060258,-0.11115
0.34695,-0.0057781,-0.11084
0.34168,-0.0060112,-0.10885
0.34838,-0.0055923,-0.10426
0.33057,-0.00631,-0.1123
0.3464,-0.0055423,-0.10298
0.34501,-0.0056446,-0.10618
0.34888,-0.0057656,-0.10851
0.3453,-0.0059442,-0.114
0.34729,-0.0057354,-0.10597
0.34677,-0.0060255,-0.11206
0.34431,-0.0061457,-0.1145
0.34641,-0.0060793,-0.11389
0.33279,-0.0065225,-0.12028
0.34089,-0.0063105,-0.10949
0.34545,-0.0060899,-0.11587
0.34837,-0.0059546,-0.11039
0.34473,-0.0061618,-0.11504
0.34035,-0.0066542,-0.11162
0.34848,-0.0063148,-0.11437
0.34908,-0.0063136,-0.11503
0.35124,-0.006623,-0.12166
0.35104,-0.0065581,-0.12006
0.34733,-0.0062799,-0.11393
0.3546,-0.0066924,-0.12382
0.35231,-0.0066276,-0.11896
0.35048,-0.0064429,-0.11717
0.34833,-0.0069779,-0.12315
0.35473,-0.0067644,-0.12207
0.33907,-0.0072881,-0.11959
0.33768,-0.0075077,-0.12413
0.352,-0.0067617,-0.11998
0.3295,-0.0077933,-0.12845
0.37317,-0.0081228,-0.1113
0.35202,-0.0083904,-0.12814
0.35529,-0.0070108,-0.12493
0.35811,-0.0073219,-0.13072
0.34437,-0.0079841,-0.12971
0.35643,-0.0071739,-0.12834
0.34321,-0.0080633,-0.13211
0.34513,-0.008543,-0.14089
0.35549,-0.0072633,-0.12709
0.35061,-0.0082589,-0.13799
0.35726,-0.0077558,-0.13323
0.35722,-0.0078267,-0.137
0.33439,-0.0096909,-0.1535
0.31531,-0.010202,-0.16928
0.36147,-0.0078659,-0.13216
0.35604,-0.0078023,-0.13524
0.34893,-0.0066151,-0.12733
0.36013,-0.0090611,-0.15132
0.41804,-0.010408,-0.11969
0.35377,-0.0095007,-0.15833
0.35866,-0.0085224,-0.15071
0.35809,-0.010215,-0.1569
0.36459,-0.0081547,-0.14052
0.36344,-0.0096509,-0.15195
0.36024,-0.0090234,-0.15294
0.36111,-0.010792,-0.16723
0.36658,-0.009838,-0.16536
0.36691,-0.0095059,-0.15173
0.36651,-0.009439,-0.15883
0.36373,-0.010436,-0.16599
0.36815,-0.010215,-0.16411
0.36527,-0.010245,-0.15936
0.36434,-0.011049,-0.1697
0.36419,-0.011608,-0.17424
0.3619,-0.011961,-0.17762
0.36825,-0.010998,-0.17068
0.36595,-0.011505,-0.17252
0.36732,-0.0090826,-0.15514
0.36515,-0.011522,-0.17979
0.31112,-0.014022,-0.22134
0.38443,-0.012677,-0.16441
0.36963,-0.0104,-0.17224
0.37248,-0.0098787,-0.16027
0.37037,-0.011122,-0.17944
0.37119,-0.011378,-0.17818
0.38694,-0.013602,-0.17888
0.36991,-0.010914,-0.17726
0.37453,-0.012658,-0.1819
0.37402,-0.013845,-0.20219
0.43057,-0.016222,-0.17741
0.38094,-0.013533,-0.20572
0.373,-0.014743,-0.21014
0.37636,-0.015206,-0.20495
0.37901,-0.013468,-0.19765
0.37822,-0.012572,-0.19715
0.39405,-0.016432,-0.20377
0.3804,-0.01746,-0.2298
0.37365,-0.015806,-0.22325
0.37939,-0.017276,-0.2346
0.35359,-0.019877,-0.26133
0.44473,-0.019333,-0.20624
0.3904,-0.016656,-0.23143
0.37421,-0.02044,-0.26349
0.34854,-0.022124,-0.28805
0.39698,-0.018365,-0.25358
0.37677,-0.023105,-0.28559
0.38841,-0.021033,-0.27454
0.41549,-0.024267,-0.28866
0.40807,-0.023177,-0.28019
0.36151,-0.025341,-0.32257
0.45268,-0.02518,-0.2633
0.4003,-0.022939,-0.28687
0.36956,-0.027226,-0.32291
0.45278,-0.027236,-0.28461
0.50062,-0.029122,-0.26315
0.39426,-0.026924,-0.32727
0.47554,-0.030115,-0.29035
0.41492,-0.027693,-0.31491
0.41267,-0.027493,-0.32008
0.40949,-0.030716,-0.34675
0.4,-0.029688,-0.34203
0.41966,-0.030014,-0.34447
0.39182,-0.033052,-0.37322
0.4193,-0.03068,-0.35175
0.45856,-0.03321,-0.34435
0.37001,-0.03566,-0.41121
0.41319,-0.030309,-0.34745
0.47123,-0.034303,-0.33857
0.45829,-0.033564,-0.34414
0.36651,-0.036583,-0.43464
0.46,-0.033498,-0.34048
0.41384,-0.034762,-0.38336
0.48662,-0.035785,-0.33716
0.44369,-0.035386,-0.3846
0.44346,-0.035279,-0.37348
0.43896,-0.035336,-0.37763
0.48194,-0.037585,-0.36284
0.46952,-0.036673,-0.36752
0.48573,-0.038475,-0.36879
0.50357,-0.038146,-0.34424
0.4904,-0.039532,-0.38107
0.43662,-0.039861,-0.42894
0.38267,-0.0414,-0.46103
0.43519,-0.037929,-0.41565
0.40709,-0.036776,-0.40344
0.42889,-0.036709,-0.4058
0.49415,-0.041663,-0.38093
0.46969,-0.040195,-0.39231
0.47042,-0.039913,-0.39749
0.43085,-0.037823,-0.41533
0.40481,-0.042139,-0.44017
0.49529,-0.042283,-0.39016
0.43818,-0.041271,-0.44697
0.39654,-0.045645,-0.48459
0.50183,-0.044528,-0.39737
0.43775,-0.041878,-0.4385
0.50911,-0.046861,-0.43185
0.39979,-0.048308,-0.51361
0.44133,-0.045571,-0.47441
0.51472,-0.048588,-0.43387
0.45961,-0.046745,-0.47061
0.48082,-0.047617,-0.47367
0.51522,-0.049794,-0.43646
0.44864,-0.046748,-0.48039
0.44237,-0.045936,-0.47198
0.45029,-0.048207,-0.4892
0.44974,-0.04691,-0.47116
0.51993,-0.051855,-0.46591
0.53941,-0.0554,-0.48604
0.54066,-0.056154,-0.49019
0.5242,-0.053496,-0.46367
0.44031,-0.054325,-0.537
0.54572,-0.057184,-0.49091
0.52796,-0.056559,-0.49541
0.536,-0.059392,-0.51252
0.47857,-0.05585,-0.53577
0.49191,-0.058374,-0.55906
0.41957,-0.062929,-0.62848
0.41321,-0.064835,-0.64885
0.54827,-0.065855,-0.56174
0.49046,-0.063489,-0.61016
0.55113,-0.067606,-0.5602
0.54643,-0.068339,-0.56249
0.50073,-0.065733,-0.63366
0.49519,-0.067799,-0.6354
0.49904,-0.068405,-0.64392
0.56373,-0.076864,-0.65087
0.56389,-0.07882,-0.65545
0.46703,-0.077185,-0.7154
0.56282,-0.090432,-0.71666
0.57527,-0.09584,-0.77061
0.57899,-0.10978,-0.84996
0.58603,-0.11043,-0.85052
0.59086,-0.11202,-0.87372
0.59616,-0.12152,-0.94004
0.60543,-0.12421,-0.97337
0.60823,-0.12981,-1.0251
0.60548,-0.12927,-0.98371
